hgnc_symbol	class	group	family	subfamily	krsa_id	uka_id	ptmsea_id	kea3_id	entrez_gene_id	full_name	previous_symbol	synonym_1	synonym_2	synonym_3	synonym_4	synonym_5	synonym_6	synonym_7	synonym_8	synonym_9	synonym_10	synonym_11	synonym_12	synonym_13	other_designation_1	other_designation_2	other_designation_3	other_designation_4	other_designation_5	other_designation_6	other_designation_7	other_designation_8	other_designation_9	other_designation_10
TNNI3K	N/A	TKL	MLK	HH498	MLK	N/A	Not found by Jake	TNNI3K	51086	TNNI3 interacting kinase	HH498	CARK	MGC142099	MGC33828	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	cardiac ankyrin repeat kinase	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ILK	N/A	TKL	MLK	ILK	MLK	N/A	ILK	ILK	3611	integrin-linked kinase	ILK	DKFZp686F1765	P59	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MAP3K12	N/A	TKL	MLK	LZK	MLK	DLK	Not found by Ethan	Not found	7786	mitogen-activated protein kinase kinase kinase 12	DLK	DLK	MUK	ZPK	ZPKP1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	dual leucine zipper kinase DLK	leucine zipper protein kinase	protein kinase MUK	zipper protein kinase	N/A	N/A	N/A	N/A	N/A	N/A
MAP3K13	N/A	TKL	MLK	LZK	MLK	N/A	Not found by Ethan	MAP3K13	9175	mitogen-activated protein kinase kinase kinase 13	LZK	LZK	MGC133196	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	leucine zipper-bearing kinase	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
KIAA1804	N/A	TKL	MLK	MLK	N/A	N/A	N/A	N/A	84451	N/A	MLK4	MLK4	RP5-862P8.2	dJ862P8.3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MAP3K10	N/A	TKL	MLK	MLK	MLK	MLK2	MLK2/MAP3K10	MAP3K10	4294	mitogen-activated protein kinase kinase kinase 10	MLK2	MLK2	MST	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	MKN28 derived nonreceptor_type serine/threonine kinase	MKN28 kinase	mixed lineage kinase 2	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MAP3K11	N/A	TKL	MLK	MLK	MLK	MLK3	MLK3/MAP3K11	MAP3K11	4296	mitogen-activated protein kinase kinase kinase 11	MLK3	MGC17114	MLK-3	MLK3	PTK1	SPRK	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	SH3 domain-containing proline-rich kinase	mixed lineage kinase 3	protein-tyrosine kinase PTK1	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MAP3K9	N/A	TKL	MLK	MLK	MLK	MLK1	Not found by Ethan	Not found	4293	mitogen-activated protein kinase kinase kinase 9	MLK1	MLK1	PRKE1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	mixed lineage kinase 1 (tyr and ser/thr specificity)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MAP3K7	N/A	TKL	MLK	TAK1	STE11	MAP3K7	Not found by Ethan	MAP3K7	6885	mitogen-activated protein kinase kinase kinase 7	TAK1	TAK1	TGF1a	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGF-beta activated kinase 1	transforming growth factor-beta-activated kinase 1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ZAK	N/A	TKL	MLK	ZAK	N/A	N/A	N/A	N/A	51776	N/A	ZAK	AZK	MLK7	MLT	MLTK	MRK	mlklak	N/A	N/A	N/A	N/A	N/A	N/A	N/A	MLK-like mitogen-activated protein triple kinase	MLK-related kinase	cervical cancer suppressor gene 4 protein	leucine zipper- and sterile alpha motif-containing kinase	mitogen-activated protein kinase kinase kinase MLT	mixed lineage kinase 7	mixed lineage kinase with a leucine zipper and a sterile alpha motif	mixed lineage kinase-related kinase	mixed lineage kinase-related kinase MRK-beta	N/A
MOS	N/A	Other	MOS	N/A	MOS	MOS	Not found by Ethan	MOS	4342	v-mos Moloney murine sarcoma viral oncogene homolog	MOS	MGC119962	MGC119963	MSV	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	"Oncogene MOS, Moloney murine sarcoma virus"	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MUSK	N/A	TK	Musk	N/A	Not Found By Ethan	MUSK	Not found by Ethan	Not found	4593	"muscle, skeletal, receptor tyrosine kinase"	MUSK	MGC126323	MGC126324	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	protein-tyrosine kinase	receptor tyrosine kinase	skeletal muscle receptor tyrosine kinase	N/A	N/A	N/A	N/A	N/A	N/A	N/A
AAK1	N/A	Other	NAK	BIKE	NAK	N/A	Not found by Ethan	AAK1	22848	AP2 associated kinase 1	AAK1	KIAA1048	MGC138170	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	adaptor-associated kinase 1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
BMP2K	N/A	Other	NAK	BIKE	NAK	BIKE	Not found by Ethan	BMP2K	55589	BMP2 inducible kinase	BIKE	BIKE	DKFZp434K0614	DKFZp434P0116	HRIHFB2017	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	BMP-2 inducible kinase	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GAK	N/A	Other	NAK	GAK	NAK	GAK	Not found by Ethan	Not found	2580	cyclin G associated kinase	GAK	FLJ40395	MGC99654	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
STK16	N/A	Other	NAK	MPSK	NAK	STK16	Not found by Jake	STK16	8576	serine/threonine kinase 16	MPSK1	FLJ39635	KRCT	MPSK	PKL12	TSF1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	protein kinase expressed in day 12 fetal liver	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
N/A	N/A	Other	NAK	MPSK	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
LATS1	STK	AGC	NDR	N/A	NDR	LATS1	LATS1	LATS1	9113	"LATS, large tumor suppressor, homolog 1 (Drosophila)"	LATS1	WARTS	wts	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	"LATS (large tumor suppressor, Drosophila) homolog 1"	LATS homolog 1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
LATS2	STK	AGC	NDR	N/A	NDR	LATS2	LATS2	LATS2	26524	"LATS, large tumor suppressor, homolog 2 (Drosophila)"	LATS2	FLJ13161	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	"LATS (large tumor suppressor, Drosophila) homolog 2"	"LATS, large tumor suppressor, homolog 2"	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
STK38	STK	AGC	NDR	N/A	NDR	NDR1	NDR1/STK38	STK38	11329	serine/threonine kinase 38	NDR1	NDR	NDR1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Ndr Ser/Thr kinase-like protein	nuclear Dbf2-related 1	serine threonine protein kinase	N/A	N/A	N/A	N/A	N/A	N/A	N/A
STK38L	STK	AGC	NDR	N/A	NDR	N/A	Not found by Jake	STK38L	23012	serine/threonine kinase 38 like	NDR2	KIAA0965	NDR2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	nuclear Dbf2-related 2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
NEK1	N/A	Other	NEK	NEK1	Not Found By Ethan	Nek1	NEK1	Not found	4750	NIMA (never in mitosis gene a)-related kinase 1	NEK1	DKFZp686D06121	DKFZp686K12169	KIAA1901	MGC138800	NY-REN-55	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	protein-serine/threonine kinase gene	serine/threonine-protein kinase Nek1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
NEK3	N/A	Other	NEK	NEK1	NEK	Nek3	Not found by Ethan	NEK3	4752	NIMA (never in mitosis gene a)-related kinase 3	NEK3	HSPK36	MGC29949	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	NIMA-related kinase 3	glycogen synthase A kinase	hydroxyalkyl-protein kinase	phosphorylase B kinase kinase	serine/threonine-protein kinase NEK3	N/A	N/A	N/A	N/A	N/A
NEK5	N/A	Other	NEK	NEK1	NEK	Nek5	Not found by Ethan	Not found	341676	NIMA (never in mitosis gene a)-related kinase 5	NEK5	MGC75495	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	OTTHUMP00000040896	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
NEK10	N/A	Other	NEK	NEK10	Not Found By Ethan	Nek10	Not found by Ethan	NEK10	152110	NIMA (never in mitosis gene a)- related kinase 10	NEK10	FLJ32685	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
NEK11	N/A	Other	NEK	NEK11	NEK	Nek11	Not found by Ethan	NEK11	79858	NIMA (never in mitosis gene a)- related kinase 11	NEK11	FLJ23495	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
NEK2	N/A	Other	NEK	NEK2	NEK	Nek2	NEK2	NEK2	4751	NIMA (never in mitosis gene a)-related kinase 2	NEK2	HsPK 21	HsPK21	NEK2A	NLK1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
N/A	N/A	Other	NEK	NEK2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
N/A	N/A	Other	NEK	NEK2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
N/A	N/A	Other	NEK	NEK2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
NEK4	N/A	Other	NEK	NEK4	NEK	N/A	Not found by Ethan	NEK4	6787	NIMA (never in mitosis gene a)-related kinase 4	NEK4	MGC33171	NRK2	STK2	pp12301	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	serine/threonine kinase 2	serine/threonine protein kinase-2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
N/A	N/A	Other	NEK	NEK4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
NEK6	N/A	Other	NEK	NEK6	NEK	Nek6	NEK6	NEK6	10783	NIMA (never in mitosis gene a)-related kinase 6	NEK6	SID6-1512	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	putative serine-threonine protein kinase	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
NEK7	N/A	Other	NEK	NEK6	NEK	Nek7	NEK7	Not found	140609	NIMA (never in mitosis gene a)-related kinase 7	NEK7	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
NEK8	N/A	Other	NEK	NEK8	NEK	N/A	Not found by Ethan	NEK8	284086	NIMA (never in mitosis gene a)- related kinase 8	NEK8	JCK	MGC138445	NEK12A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	NIMA-family kinase NEK8	NIMA-related kinase 12a	NIMA-related kinase 8	serine/thrionine-protein kinase NEK8	N/A	N/A	N/A	N/A	N/A	N/A
NEK9	N/A	Other	NEK	NEK8	NEK	Nek9	NEK9	NEK9	91754	NIMA (never in mitosis gene a)- related kinase 9	NEK9	DKFZp434D0935	MGC138306	MGC16714	NERCC	NERCC1	Nek8	N/A	N/A	N/A	N/A	N/A	N/A	N/A	NIMA related kinase 9	NIMA-related kinase Nek8	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
LOC646643	N/A	Other	NKF1	N/A	N/A	N/A	N/A	N/A	646643	N/A	SgK069	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	hypothetical protein LOC646643	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SBK1	N/A	Other	NKF1	N/A	N/A	N/A	Not found by Jake	Not found	388228	SH3-binding domain kinase 1	SBK	Sbk	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
N/A	N/A	Other	NKF1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PINK1	N/A	Other	NKF2	N/A	N/A	PINK1	PINK1	PINK1	65018	PTEN induced putative kinase 1	PINK1	BRPK	FLJ27236	PARK6	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	protein kinase BRPK	serine/threonine-protein kinase PINK1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
DKFZp761P0423	N/A	Other	NKF3	N/A	N/A	N/A	N/A	N/A	157285	N/A	SgK223	pragmin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
KIAA2002	N/A	Other	NKF3	N/A	N/A	N/A	N/A	N/A	79834	N/A	SgK269	FLJ21140	FLJ34483	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	hypothetical protein LOC79834	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PDIK1L	N/A	Other	NKF4	N/A	N/A	N/A	Not found by Jake	PDIK1L	149420	PDLIM1 interacting kinase 1 like	CLIK1L	CLIK1L	RP11-96L14.4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	casein kinase	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
STK35	N/A	Other	NKF4	N/A	N/A	N/A	Not found by Jake	Not found	140901	serine/threonine kinase 35	CLIK1	CLIK1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	CLP-36 interacting kinase	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TEX14	N/A	Other	NKF5	N/A	N/A	SgK307	Not found by Jake	Not found	56155	testis expressed sequence 14	SgK307	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
N/A	N/A	Other	NKF5	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
NRBP1	N/A	Other	NRBP	N/A	N/A	N/A	Not found by Ethan	Not found	29959	nuclear receptor binding protein 1	NRBP1	BCON3	FLJ27109	FLJ35541	MADM	MUDPNP	NRBP	N/A	N/A	N/A	N/A	N/A	N/A	N/A	multiple domain putative nuclear protein	myeloid leukemia factor 1 adaptor molecule	nuclear receptor binding protein	N/A	N/A	N/A	N/A	N/A	N/A	N/A
NRBP2	N/A	Other	NRBP	N/A	N/A	N/A	Not found by Ethan	NRBP2	340371	nuclear receptor binding protein 2	NRBP2	DKFZp434P086	MGC138699	TRG16	pp9320	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	transformation-related protein 16	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
FLJ23356	N/A	Other	Other-Unique	N/A	N/A	N/A	N/A	N/A	84197	N/A	SgK196	MGC126597	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	hypothetical protein LOC84197	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
RNASEL	N/A	Other	Other-Unique	N/A	N/A	RNAseL	Not found by Jake	Not found	6041	"ribonuclease L (2',5'-oligoisoadenylate synthetase-dependent)"	RNAseL	DKFZp781D08126	MGC104972	MGC133329	PRCA1	RNS4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	"2',5'-oligoisoadenylate synthetase-dependent"	interferon-induced 2-5A-dependent RNase	ribonuclease 4	ribonuclease L	N/A	N/A	N/A	N/A	N/A	N/A
STK31	N/A	Other	Other-Unique	N/A	N/A	SgK396	Not found by Jake	Not found	56164	serine/threonine kinase 31	SgK396	FLJ16102	TDRD8	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	tudor domain containing 8	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CSF1R	N/A	TK	PDGFR	N/A	PDGFR	FmS/CSFR	Not found by Jake	CSF1R	1436	"colony stimulating factor 1 receptor, formerly McDonough feline sarcoma viral (v-fms) oncogene homolog"	FMS	C-FMS	CD115	CSFR	FIM2	FMS	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	CD115 antigen	FMS proto-oncogene	colony stimulating factor 1 receptor	macrophage colony stimulating factor I receptor	N/A	N/A	N/A	N/A	N/A	N/A
FLT3	N/A	TK	PDGFR	N/A	PDGFR	FLT3	FLT3	FLT3	2322	fms-related tyrosine kinase 3	FLT3	CD135	FLK2	STK1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	CD135 antigen	FL cytokine receptor	OTTHUMP00000042340	fetal liver kinase 2	growth factor receptor tyrosine kinase type III	stem cell tyrosine kinase 1	tyrosine-protein kinase receptor FLT3	N/A	N/A	N/A
KIT	N/A	TK	PDGFR	N/A	PDGFR	Kit	Not found by Jake	KIT	3815	v-kit Hardy-Zuckerman 4 feline sarcoma viral oncogene homolog	KIT	C-Kit	CD117	SCFR	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PDGFRA	N/A	TK	PDGFR	N/A	PDGFR	PDGFR[alpha]	PDGFRA	PDGFRA	5156	"platelet-derived growth factor receptor, alpha polypeptide"	PDGFRa	CD140A	MGC74795	PDGFR2	Rhe-PDGFRA	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	FIP1L1/PDGFRA fusion	FIP1L1/PDGFRA fusion protein	platelet-derived growth factor receptor alpha	rearranged-in-hypereosinophilia-platelet derived growth factor receptor alpha fusion protein	N/A	N/A	N/A	N/A	N/A	N/A
PDGFRB	N/A	TK	PDGFR	N/A	PDGFR	PDGFR[beta]	PDGFRB	PDGFRB	5159	"platelet-derived growth factor receptor, beta polypeptide"	PDGFRb	CD140B	JTK12	PDGF-R-beta	PDGFR	PDGFR1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	beta platelet-derived growth factor receptor	platelet-derived growth factor receptor beta	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
BCKDK	N/A	Atypical	PDHK	BCKDK	PDHK	N/A	Not found by Ethan	Not found	10295	branched chain ketoacid dehydrogenase kinase	BCKDK	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	branched chain alpha-ketoacid dehydrogenase kinase	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PDK1	N/A	Atypical	PDHK	PDHK	PDHK	PDHK1	Not found by Jake	PDK1	5163	"pyruvate dehydrogenase kinase, isozyme 1"	PDHK1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	mitochondrial pyruvate dehydrogenase kinase isoenzyme 1	"pyruvate dehydrogenase kinase, isoenzyme 1"	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PDK2	N/A	Atypical	PDHK	PDHK	PDHK	N/A	PDHK2/PDK2	Not found	5164	"pyruvate dehydrogenase kinase, isozyme 2"	PDHK2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	"pyruvate dehydrogenase kinase, isoenzyme 2"	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PDK3	N/A	Atypical	PDHK	PDHK	PDHK	N/A	Not found by Jake	Not found	5165	"pyruvate dehydrogenase kinase, isozyme 3"	PDHK3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	"pyruvate dehydrogenase kinase, isoenzyme 3"	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PDK4	N/A	Atypical	PDHK	PDHK	PDHK	N/A	Not found by Jake	Not found	5166	"pyruvate dehydrogenase kinase, isozyme 4"	PDHK4	FLJ40832	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	pyruvate dehydrogenase kinase 4	"pyruvate dehydrogenase kinase, isoenzyme 4"	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PDPK1	STK	AGC	PDK1	N/A	PDK1	PDK1	PDK1/PDPK1	PDPK1	5170	3-phosphoinositide dependent protein kinase-1	PDK1	MGC20087	MGC35290	PDK1	PRO0461	PkB-like	PkB-like 1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	PkB kinase	PkB kinase like gene 1	protein kinase	N/A	N/A	N/A	N/A	N/A	N/A	N/A
EIF2AK4	N/A	Other	PEK	GCN2	PEK	GCN2	Not found by Ethan	Not found	440275	eukaryotic translation initiation factor 2 alpha kinase 4	GCN2	GCN2	KIAA1338	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	GCN2 eIF2alpha kinase	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
EIF2AK1	N/A	Other	PEK	HRI	PEK	HRI	Not found by Ethan	EIF2AK1	27102	eukaryotic translation initiation factor 2-alpha kinase 1	HRI	HRI	KIAA1369	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	heme regulated initiation factor 2 alpha kinase	heme sensitive initiation factor 2a kinase	heme-regulated initiation factor 2-alpha kinase	N/A	N/A	N/A	N/A	N/A	N/A	N/A
N/A	N/A	Other	PEK	HRI	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
EIF2AK3	N/A	Other	PEK	PEK	PEK	N/A	Not found by Ethan	EIF2AK3	9451	eukaryotic translation initiation factor 2-alpha kinase 3	PEK	DKFZp781H1925	PEK	PERK	WRS	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	eukaryotic translation initiation factor 2 alpha kinase 3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
EIF2AK2	N/A	Other	PEK	PKR	PEK	PKR	Not found by Ethan	EIF2AK2	5610	eukaryotic translation initiation factor 2-alpha kinase 2	PKR	EIF2AK1	MGC126524	PKR	PRKR	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	double stranded RNA activated protein kinase	interferon-inducible elF2alpha kinase	"protein kinase, interferon-inducible double stranded RNA dependent"	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PHKG1	N/A	CAMK	PHK	N/A	PHK	PhK[gamma]1	Not found by Jake	Not found	5260	"phosphorylase kinase, gamma 1 (muscle)"	PHKg1	PHKG	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	"phosphorylase b kinase gamma catalytic chain, skeletal muscle isoform"	phosphorylase kinase gamma subunit 1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PHKG2	N/A	CAMK	PHK	N/A	PHK	PhK[gamma]2	Not found by Jake	Not found	5261	"phosphorylase kinase, gamma 2 (testis)"	PHKg2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	"Phosphorylase kinase, gamma 2 (testis/liver)"	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
N/A	N/A	CAMK	PHK	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
N/A	N/A	CAMK	PHK	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
N/A	N/A	CAMK	PHK	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ATM	N/A	Atypical	PIKK	ATM	ATM	ATM	ATM	ATM	472	"ataxia telangiectasia mutated (includes complementation groups A, C and D)"	ATM	AT1	ATA	ATC	ATD	ATDC	ATE	DKFZp781A0353	MGC74674	TEL1	TELO1	N/A	N/A	N/A	AT complementation group A	AT complementation group C	AT complementation group D	AT complementation group E	AT mutated	AT protein	"TEL1, telomere maintenance 1, homolog"	ataxia telangiectasia mutated protein	human phosphatidylinositol 3-kinase homolog	serine-protein kinase ATM
ATR	N/A	Atypical	PIKK	ATR	ATR	ATR	ATR	ATR	545	ataxia telangiectasia and Rad3 related	ATR	FRP1	MEC1	SCKL	SCKL1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	FRAP-related protein-1	"MEC1, mitosis entry checkpoint 1, homolog"	Rad3 related protein	Seckel syndrome	ataxia telangiectasia and Rad3 related protein	protein kinase ATR	N/A	N/A	N/A	N/A
