entrez_gene_id	hgnc_id	hgnc_symbol	hgnc_name	group	family	subfamily	krsa_id	uka_id	ptmsea_id	kea3_id	full_name	previous_symbol	synonym_1	synonym_2	synonym_3	synonym_4	synonym_5	synonym_6	synonym_7	synonym_8	synonym_9	synonym_10	synonym_11	synonym_12	synonym_13	other_designation_1	other_designation_2	other_designation_3	other_designation_4	other_designation_5	other_designation_6	other_designation_7	other_designation_8	other_designation_9	other_designation_10
5293	HGNC:8977	PIK3CD	"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta"	N/A	N/A	N/A	N/A	N/A	N/A	Not found	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
5294	HGNC:8978	PIK3CG	"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit gamma"	N/A	N/A	N/A	N/A	N/A	PIK3CG	PIK3CG	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
126520	HGNC:27001	PLK5	polo like kinase 5 (inactive)	N/A	N/A	N/A	PLK	N/A	N/A	Not found	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
100130827	HGNC:44121	SBK3	SH3 domain binding kinase family member 3	N/A	N/A	N/A	N/A	N/A	N/A	Not found	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
102724428	HGNC:52389	SIK1B	salt inducible kinase 1B (putative)	N/A	N/A	N/A	N/A	SIK	N/A	Not found	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
10290	HGNC:16901	SPEG	striated muscle enriched protein kinase	N/A	N/A	N/A	N/A	N/A	N/A	Not found	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
494551	HGNC:19684	WEE2	WEE2 oocyte meiosis inhibiting kinase	N/A	N/A	N/A	N/A	Wee2	N/A	Not found	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
22848	HGNC:19679	AAK1	AP2 associated kinase 1	Other	NAK	BIKE	NAK	N/A	N/A	AAK1	AP2 associated kinase 1	AAK1	KIAA1048	MGC138170	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	adaptor-associated kinase 1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
55589	HGNC:18041	BMP2K	BMP2 inducible kinase	Other	NAK	BIKE	NAK	BIKE	N/A	BMP2K	BMP2 inducible kinase	BIKE	BIKE	DKFZp434K0614	DKFZp434P0116	HRIHFB2017	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	BMP-2 inducible kinase	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
2580	HGNC:4113	GAK	cyclin G associated kinase	Other	NAK	GAK	NAK	GAK	N/A	Not found	cyclin G associated kinase	GAK	FLJ40395	MGC99654	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
8576	HGNC:11394	STK16	serine/threonine kinase 16	Other	NAK	MPSK	NAK	STK16	N/A	STK16	serine/threonine kinase 16	MPSK1	FLJ39635	KRCT	MPSK	PKL12	TSF1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	protein kinase expressed in day 12 fetal liver	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
9113	HGNC:6514	LATS1	large tumor suppressor kinase 1	AGC	NDR	N/A	NDR	LATS1	LATS1	LATS1	"LATS, large tumor suppressor, homolog 1 (Drosophila)"	LATS1	WARTS	wts	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	"LATS (large tumor suppressor, Drosophila) homolog 1"	LATS homolog 1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
26524	HGNC:6515	LATS2	large tumor suppressor kinase 2	AGC	NDR	N/A	NDR	LATS2	LATS2	LATS2	"LATS, large tumor suppressor, homolog 2 (Drosophila)"	LATS2	FLJ13161	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	"LATS (large tumor suppressor, Drosophila) homolog 2"	"LATS, large tumor suppressor, homolog 2"	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
11329	HGNC:17847	STK38	serine/threonine kinase 38	AGC	NDR	N/A	NDR	NDR1	NDR1/STK38	STK38	serine/threonine kinase 38	NDR1	NDR	NDR1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Ndr Ser/Thr kinase-like protein	nuclear Dbf2-related 1	serine threonine protein kinase	N/A	N/A	N/A	N/A	N/A	N/A	N/A
23012	HGNC:17848	STK38L	serine/threonine kinase 38 like	AGC	NDR	N/A	NDR	N/A	N/A	STK38L	serine/threonine kinase 38 like	NDR2	KIAA0965	NDR2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	nuclear Dbf2-related 2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
4750	HGNC:7744	NEK1	NIMA related kinase 1	Other	NEK	NEK1	N/A	Nek1	NEK1	Not found	NIMA (never in mitosis gene a)-related kinase 1	NEK1	DKFZp686D06121	DKFZp686K12169	KIAA1901	MGC138800	NY-REN-55	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	protein-serine/threonine kinase gene	serine/threonine-protein kinase Nek1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
152110	HGNC:18592	NEK10	NIMA related kinase 10	Other	NEK	NEK10	N/A	Nek10	N/A	NEK10	NIMA (never in mitosis gene a)- related kinase 10	NEK10	FLJ32685	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
79858	HGNC:18593	NEK11	NIMA related kinase 11	Other	NEK	NEK11	NEK	Nek11	N/A	NEK11	NIMA (never in mitosis gene a)- related kinase 11	NEK11	FLJ23495	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
4751	HGNC:7745	NEK2	NIMA related kinase 2	Other	NEK	NEK2	NEK	Nek2	NEK2	NEK2	NIMA (never in mitosis gene a)-related kinase 2	NEK2	HsPK 21	HsPK21	NEK2A	NLK1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
4752	HGNC:7746	NEK3	NIMA related kinase 3	Other	NEK	NEK1	NEK	Nek3	N/A	NEK3	NIMA (never in mitosis gene a)-related kinase 3	NEK3	HSPK36	MGC29949	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	NIMA-related kinase 3	glycogen synthase A kinase	hydroxyalkyl-protein kinase	phosphorylase B kinase kinase	serine/threonine-protein kinase NEK3	N/A	N/A	N/A	N/A	N/A
6787	HGNC:11399	NEK4	NIMA related kinase 4	Other	NEK	NEK4	NEK	N/A	N/A	NEK4	NIMA (never in mitosis gene a)-related kinase 4	NEK4	MGC33171	NRK2	STK2	pp12301	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	serine/threonine kinase 2	serine/threonine protein kinase-2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
341676	HGNC:7748	NEK5	NIMA related kinase 5	Other	NEK	NEK1	NEK	Nek5	N/A	Not found	NIMA (never in mitosis gene a)-related kinase 5	NEK5	MGC75495	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	OTTHUMP00000040896	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
10783	HGNC:7749	NEK6	NIMA related kinase 6	Other	NEK	NEK6	NEK	Nek6	NEK6	NEK6	NIMA (never in mitosis gene a)-related kinase 6	NEK6	SID6-1512	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	putative serine-threonine protein kinase	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
140609	HGNC:13386	NEK7	NIMA related kinase 7	Other	NEK	NEK6	NEK	Nek7	NEK7	Not found	NIMA (never in mitosis gene a)-related kinase 7	NEK7	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
284086	HGNC:13387	NEK8	NIMA related kinase 8	Other	NEK	NEK8	NEK	N/A	N/A	NEK8	NIMA (never in mitosis gene a)- related kinase 8	NEK8	JCK	MGC138445	NEK12A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	NIMA-family kinase NEK8	NIMA-related kinase 12a	NIMA-related kinase 8	serine/thrionine-protein kinase NEK8	N/A	N/A	N/A	N/A	N/A	N/A
91754	HGNC:18591	NEK9	NIMA related kinase 9	Other	NEK	NEK8	NEK	Nek9	NEK9	NEK9	NIMA (never in mitosis gene a)- related kinase 9	NEK9	DKFZp434D0935	MGC138306	MGC16714	NERCC	NERCC1	Nek8	N/A	N/A	N/A	N/A	N/A	N/A	N/A	NIMA related kinase 9	NIMA-related kinase Nek8	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
388228	HGNC:17699	SBK1	SH3 domain binding kinase 1	Other	NKF1	N/A	N/A	N/A	N/A	Not found	SH3-binding domain kinase 1	SBK	Sbk	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
646643	HGNC:34416	SBK2	SH3 domain binding kinase family member 2	Other	NKF1	N/A	N/A	N/A	N/A	Not found	N/A	SgK069	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	hypothetical protein LOC646643	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
65018	HGNC:14581	PINK1	PTEN induced kinase 1	Other	NKF2	N/A	N/A	PINK1	PINK1	PINK1	PTEN induced putative kinase 1	PINK1	BRPK	FLJ27236	PARK6	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	protein kinase BRPK	serine/threonine-protein kinase PINK1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
79834	HGNC:29431	PEAK1	pseudopodium enriched atypical kinase 1	Other	NKF3	N/A	N/A	N/A	N/A	Not found	N/A	SgK269	FLJ21140	FLJ34483	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	hypothetical protein LOC79834	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
157285	HGNC:25438	PRAG1	"PEAK1 related, kinase-activating pseudokinase 1"	Other	NKF3	N/A	N/A	SgK223	N/A	Not found	N/A	SgK223	pragmin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
149420	HGNC:18981	PDIK1L	PDLIM1 interacting kinase 1 like	Other	NKF4	N/A	N/A	N/A	N/A	PDIK1L	PDLIM1 interacting kinase 1 like	CLIK1L	CLIK1L	RP11-96L14.4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	casein kinase	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
140901	HGNC:16254	STK35	serine/threonine kinase 35	Other	NKF4	N/A	N/A	N/A	N/A	Not found	serine/threonine kinase 35	CLIK1	CLIK1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	CLP-36 interacting kinase	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
56155	HGNC:11737	TEX14	"testis expressed 14, intercellular bridge forming factor"	Other	NKF5	N/A	N/A	SgK307	N/A	Not found	testis expressed sequence 14	SgK307	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
29959	HGNC:7993	NRBP1	nuclear receptor binding protein 1	Other	NRBP	N/A	N/A	N/A	N/A	Not found	nuclear receptor binding protein 1	NRBP1	BCON3	FLJ27109	FLJ35541	MADM	MUDPNP	NRBP	N/A	N/A	N/A	N/A	N/A	N/A	N/A	multiple domain putative nuclear protein	myeloid leukemia factor 1 adaptor molecule	nuclear receptor binding protein	N/A	N/A	N/A	N/A	N/A	N/A	N/A
340371	HGNC:19339	NRBP2	nuclear receptor binding protein 2	Other	NRBP	N/A	N/A	N/A	N/A	NRBP2	nuclear receptor binding protein 2	NRBP2	DKFZp434P086	MGC138699	TRG16	pp9320	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	transformation-related protein 16	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
84197	HGNC:26267	POMK	protein O-mannose kinase	Other	Other-Unique	N/A	N/A	SgK196	N/A	Not found	N/A	SgK196	MGC126597	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	hypothetical protein LOC84197	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
6041	HGNC:10050	RNASEL	ribonuclease L	Other	Other-Unique	N/A	N/A	RNAseL	N/A	Not found	"ribonuclease L (2',5'-oligoisoadenylate synthetase-dependent)"	RNAseL	DKFZp781D08126	MGC104972	MGC133329	PRCA1	RNS4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	"2',5'-oligoisoadenylate synthetase-dependent"	interferon-induced 2-5A-dependent RNase	ribonuclease 4	ribonuclease L	N/A	N/A	N/A	N/A	N/A	N/A
56164	HGNC:11407	STK31	serine/threonine kinase 31	Other	Other-Unique	N/A	N/A	SgK396	N/A	Not found	serine/threonine kinase 31	SgK396	FLJ16102	TDRD8	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	tudor domain containing 8	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
1436	HGNC:2433	CSF1R	colony stimulating factor 1 receptor	TK	PDGFR	N/A	PDGFR	FmS/CSFR	N/A	CSF1R	"colony stimulating factor 1 receptor, formerly McDonough feline sarcoma viral (v-fms) oncogene homolog"	FMS	C-FMS	CD115	CSFR	FIM2	FMS	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	CD115 antigen	FMS proto-oncogene	colony stimulating factor 1 receptor	macrophage colony stimulating factor I receptor	N/A	N/A	N/A	N/A	N/A	N/A
2322	HGNC:3765	FLT3	fms related receptor tyrosine kinase 3	TK	PDGFR	N/A	PDGFR	FLT3	FLT3	FLT3	fms-related tyrosine kinase 3	FLT3	CD135	FLK2	STK1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	CD135 antigen	FL cytokine receptor	OTTHUMP00000042340	fetal liver kinase 2	growth factor receptor tyrosine kinase type III	stem cell tyrosine kinase 1	tyrosine-protein kinase receptor FLT3	N/A	N/A	N/A
3815	HGNC:6342	KIT	"KIT proto-oncogene, receptor tyrosine kinase"	TK	PDGFR	N/A	PDGFR	Kit	N/A	KIT	v-kit Hardy-Zuckerman 4 feline sarcoma viral oncogene homolog	KIT	C-Kit	CD117	SCFR	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
5156	HGNC:8803	PDGFRA	platelet derived growth factor receptor alpha	TK	PDGFR	N/A	PDGFR	PDGFR[alpha]	PDGFRA	PDGFRA	"platelet-derived growth factor receptor, alpha polypeptide"	PDGFRa	CD140A	MGC74795	PDGFR2	Rhe-PDGFRA	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	FIP1L1/PDGFRA fusion	FIP1L1/PDGFRA fusion protein	platelet-derived growth factor receptor alpha	rearranged-in-hypereosinophilia-platelet derived growth factor receptor alpha fusion protein	N/A	N/A	N/A	N/A	N/A	N/A
5159	HGNC:8804	PDGFRB	platelet derived growth factor receptor beta	TK	PDGFR	N/A	PDGFR	PDGFR[beta]	PDGFRB	PDGFRB	"platelet-derived growth factor receptor, beta polypeptide"	PDGFRb	CD140B	JTK12	PDGF-R-beta	PDGFR	PDGFR1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	beta platelet-derived growth factor receptor	platelet-derived growth factor receptor beta	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
10295	HGNC:16902	BCKDK	branched chain keto acid dehydrogenase kinase	Atypical	PDHK	BCKDK	PDHK	N/A	N/A	Not found	branched chain ketoacid dehydrogenase kinase	BCKDK	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	branched chain alpha-ketoacid dehydrogenase kinase	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
5163	HGNC:8809	PDK1	pyruvate dehydrogenase kinase 1	Atypical	PDHK	PDHK	PDK1	PDHK1	N/A	PDK1	"pyruvate dehydrogenase kinase, isozyme 1"	PDHK1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	mitochondrial pyruvate dehydrogenase kinase isoenzyme 1	"pyruvate dehydrogenase kinase, isoenzyme 1"	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
5164	HGNC:8810	PDK2	pyruvate dehydrogenase kinase 2	Atypical	PDHK	PDHK	PDHK	N/A	PDHK2/PDK2	Not found	"pyruvate dehydrogenase kinase, isozyme 2"	PDHK2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	"pyruvate dehydrogenase kinase, isoenzyme 2"	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
5165	HGNC:8811	PDK3	pyruvate dehydrogenase kinase 3	Atypical	PDHK	PDHK	PDHK	N/A	N/A	Not found	"pyruvate dehydrogenase kinase, isozyme 3"	PDHK3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	"pyruvate dehydrogenase kinase, isoenzyme 3"	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
5166	HGNC:8812	PDK4	pyruvate dehydrogenase kinase 4	Atypical	PDHK	PDHK	PDHK	N/A	N/A	Not found	"pyruvate dehydrogenase kinase, isozyme 4"	PDHK4	FLJ40832	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	pyruvate dehydrogenase kinase 4	"pyruvate dehydrogenase kinase, isoenzyme 4"	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
5170	HGNC:8816	PDPK1	3-phosphoinositide dependent protein kinase 1	AGC	PDK1	N/A	PDK1	PDK1	PDK1/PDPK1	PDPK1	3-phosphoinositide dependent protein kinase-1	PDK1	MGC20087	MGC35290	PDK1	PRO0461	PkB-like	PkB-like 1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	PkB kinase	PkB kinase like gene 1	protein kinase	N/A	N/A	N/A	N/A	N/A	N/A	N/A
27102	HGNC:24921	EIF2AK1	eukaryotic translation initiation factor 2 alpha kinase 1	Other	PEK	HRI	PEK	HRI	N/A	EIF2AK1	eukaryotic translation initiation factor 2-alpha kinase 1	HRI	HRI	KIAA1369	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	heme regulated initiation factor 2 alpha kinase	heme sensitive initiation factor 2a kinase	heme-regulated initiation factor 2-alpha kinase	N/A	N/A	N/A	N/A	N/A	N/A	N/A
5610	HGNC:9437	EIF2AK2	eukaryotic translation initiation factor 2 alpha kinase 2	Other	PEK	PKR	PEK	PKR	N/A	EIF2AK2	eukaryotic translation initiation factor 2-alpha kinase 2	PKR	EIF2AK1	MGC126524	PKR	PRKR	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	double stranded RNA activated protein kinase	interferon-inducible elF2alpha kinase	"protein kinase, interferon-inducible double stranded RNA dependent"	N/A	N/A	N/A	N/A	N/A	N/A	N/A
9451	HGNC:3255	EIF2AK3	eukaryotic translation initiation factor 2 alpha kinase 3	Other	PEK	PEK	PEK	N/A	N/A	EIF2AK3	eukaryotic translation initiation factor 2-alpha kinase 3	PEK	DKFZp781H1925	PEK	PERK	WRS	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	eukaryotic translation initiation factor 2 alpha kinase 3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
440275	HGNC:19687	EIF2AK4	eukaryotic translation initiation factor 2 alpha kinase 4	Other	PEK	GCN2	PEK	GCN2	N/A	Not found	eukaryotic translation initiation factor 2 alpha kinase 4	GCN2	GCN2	KIAA1338	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	GCN2 eIF2alpha kinase	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
5260	HGNC:8930	PHKG1	phosphorylase kinase catalytic subunit gamma 1	CAMK	PHK	N/A	PHK	PhK[gamma]1	N/A	Not found	"phosphorylase kinase, gamma 1 (muscle)"	PHKg1	PHKG	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	"phosphorylase b kinase gamma catalytic chain, skeletal muscle isoform"	phosphorylase kinase gamma subunit 1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
5261	HGNC:8931	PHKG2	phosphorylase kinase catalytic subunit gamma 2	CAMK	PHK	N/A	PHK	PhK[gamma]2	N/A	Not found	"phosphorylase kinase, gamma 2 (testis)"	PHKg2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	"Phosphorylase kinase, gamma 2 (testis/liver)"	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
472	HGNC:795	ATM	ATM serine/threonine kinase	Atypical	PIKK	ATM	ATM	ATM	ATM	ATM	"ataxia telangiectasia mutated (includes complementation groups A, C and D)"	ATM	AT1	ATA	ATC	ATD	ATDC	ATE	DKFZp781A0353	MGC74674	TEL1	TELO1	N/A	N/A	N/A	AT complementation group A	AT complementation group C	AT complementation group D	AT complementation group E	AT mutated	AT protein	"TEL1, telomere maintenance 1, homolog"	ataxia telangiectasia mutated protein	human phosphatidylinositol 3-kinase homolog	serine-protein kinase ATM
545	HGNC:882	ATR	ATR serine/threonine kinase	Atypical	PIKK	ATR	ATR	ATR	ATR	ATR	ataxia telangiectasia and Rad3 related	ATR	FRP1	MEC1	SCKL	SCKL1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	FRAP-related protein-1	"MEC1, mitosis entry checkpoint 1, homolog"	Rad3 related protein	Seckel syndrome	ataxia telangiectasia and Rad3 related protein	protein kinase ATR	N/A	N/A	N/A	N/A
2475	HGNC:3942	MTOR	mechanistic target of rapamycin kinase	Atypical	PIKK	FRAP	MTOR	mTOR/FRAP	N/A	MTOR	FK506 binding protein 12-rapamycin associated protein 1	FRAP	FLJ44809	FRAP	FRAP2	MTOR	RAFT1	RAPT1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	FK506 binding protein 12-rapamycin associated protein 2	FKBP-rapamycin associated protein	FKBP12-rapamycin complex-associated protein 1	dJ576K7.1 (FK506 binding protein 12-rapamycin associated protein 1)	rapamycin associated protein FRAP2	rapamycin target protein	N/A	N/A	N/A	N/A
5591	HGNC:9413	PRKDC	"protein kinase, DNA-activated, catalytic subunit"	Atypical	PIKK	DNAPK	PRKDC	DNAPK	N/A	PRKDC	"protein kinase, DNA-activated, catalytic polypeptide"	DNAPK	DNAPK	DNPK1	HYRC	HYRC1	XRCC7	p350	N/A	N/A	N/A	N/A	N/A	N/A	N/A	"hyper-radiosensitivity of murine scid mutation, complementing 1"	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
23049	HGNC:30045	SMG1	SMG1 nonsense mediated mRNA decay associated PI3K related kinase	Atypical	PIKK	SMG1	N/A	SMG1	SMG1	SMG1	N/A	SMG1	61E3.4	ATX	KIAA0421	LIP	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	lambda/iota protein kinase C-interacting protein	phosphatidylinositol 3-kinase-related protein kinase	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
8295	HGNC:12347	TRRAP	transformation/transcription domain associated protein	Atypical	PIKK	TRRAP	N/A	N/A	N/A	N/A	transformation/transcription domain-associated protein	TRRAP	FLJ10671	PAF350/400	PAF400	STAF40	TR-AP	Tra1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	350/400 kDa PCAF-associated factor	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
5292	HGNC:8986	PIM1	"Pim-1 proto-oncogene, serine/threonine kinase"	CAMK	PIM	N/A	PIM	Pim1	Pim1/PIM1	PIM1	pim-1 oncogene	PIM1	PIM	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Oncogene PIM1	pim-1 kinase 44 kDa isoform	pim-1 oncogene (proviral integration site 1)	N/A	N/A	N/A	N/A	N/A	N/A	N/A
11040	HGNC:8987	PIM2	"Pim-2 proto-oncogene, serine/threonine kinase"	CAMK	PIM	N/A	PIM	Pim2	N/A	PIM2	pim-2 oncogene	PIM2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	proto-oncogene Pim-2 (serine threonine kinase)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
415116	HGNC:19310	PIM3	"Pim-3 proto-oncogene, serine/threonine kinase"	CAMK	PIM	N/A	PIM	Pim3	N/A	Not found	pim-3 oncogene	PIM3	pim-3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	serine/threonine kinase Pim-3	serine/threonine-protein kinase pim-3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
5566	HGNC:9380	PRKACA	protein kinase cAMP-activated catalytic subunit alpha	AGC	PKA	N/A	PKA	PKA[alpha]	PKACA/PRKACA	PRKACA	"protein kinase, cAMP-dependent, catalytic, alpha"	PKACa	MGC102831	MGC48865	PKACA	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	PKA C-alpha	cAMP-dependent protein kinase catalytic subunit alpha	"cAMP-dependent protein kinase catalytic subunit alpha, isoform 1"	protein kinase A catalytic subunit	N/A	N/A	N/A	N/A	N/A	N/A
